ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000458946,"mean: 0.158044, var: 0.001430","mean: 0.567627, var: 0.008859","mean: 0.462500, var: 0.002202","mean: 0.538672, var: 0.002170","mean: 0.159180, var: 0.000969","mean: 0.427539, var: 0.000404","mean: 0.073566, var: 0.001888","mean: 0.168579, var: 0.001587","mean: 0.148254, var: 0.003057","mean: 0.292114, var: 0.008091","mean: 0.092377, var: 0.004017",3.313319083838963,High
ENSP00000438955,"mean: 0.269067, var: 0.002334","mean: 0.335498, var: 0.002441","mean: 0.133228, var: 0.000404","mean: 0.827637, var: 0.000443","mean: 0.266553, var: 0.000781","mean: 0.409229, var: 0.010357","mean: 0.020525, var: 0.000160","mean: 0.179724, var: 0.009335","mean: 0.147430, var: 0.007733","mean: 0.277954, var: 0.005055","mean: 0.032708, var: 0.001075",3.0010300526688165,High
ENSP00000421829,"mean: 0.247559, var: 0.002234","mean: 0.678711, var: 0.003759","mean: 0.328760, var: 0.002557","mean: 0.060258, var: 0.001262","mean: 0.239502, var: 0.002079","mean: 0.251758, var: 0.001853","mean: 0.016344, var: 0.000142","mean: 0.146106, var: 0.003523","mean: 0.116443, var: 0.000201","mean: 0.177124, var: 0.003253","mean: 0.104568, var: 0.001905",2.9745424668298774,High
ENSP00000406989,"mean: 0.187720, var: 0.000926","mean: 0.447070, var: 0.010130","mean: 0.310571, var: 0.004887","mean: 0.505176, var: 0.004951","mean: 0.172510, var: 0.001459","mean: 0.449316, var: 0.006574","mean: 0.186346, var: 0.010489","mean: 0.301147, var: 0.028868","mean: 0.101697, var: 0.002074","mean: 0.226953, var: 0.002379","mean: 0.108510, var: 0.005126",3.529200537040384,High
ENSP00000389420,"mean: 0.469141, var: 0.001063","mean: 0.274512, var: 0.003408","mean: 0.234375, var: 0.000802","mean: 0.467529, var: 0.011003","mean: 0.194629, var: 0.000803","mean: 0.556934, var: 0.003410","mean: 0.166980, var: 0.005519","mean: 0.591162, var: 0.010725","mean: 0.391016, var: 0.009706","mean: 0.402637, var: 0.001999","mean: 0.332471, var: 0.006024",3.759165672876011,High
ENSP00000330730,"mean: 0.347168, var: 0.006265","mean: 0.354834, var: 0.000447","mean: 0.225220, var: 0.003482","mean: 0.190198, var: 0.010796","mean: 0.224695, var: 0.009921","mean: 0.759180, var: 0.005378","mean: 0.037980, var: 0.001153","mean: 0.206482, var: 0.009082","mean: 0.114056, var: 0.001546","mean: 0.103067, var: 0.005541","mean: 0.018492, var: 0.000257",2.9365448321197065,High
ENSP00000466064,"mean: 0.212207, var: 0.003625","mean: 0.575732, var: 0.004193","mean: 0.511963, var: 0.001897","mean: 0.311719, var: 0.015040","mean: 0.149072, var: 0.002848","mean: 0.417578, var: 0.000562","mean: 0.025958, var: 0.000413","mean: 0.172400, var: 0.001997","mean: 0.145935, var: 0.001423","mean: 0.167725, var: 0.002688","mean: 0.117453, var: 0.004872",3.2310711014045106,High
ENSP00000452890,"mean: 0.398706, var: 0.011917","mean: 0.380127, var: 0.007195","mean: 0.368701, var: 0.001562","mean: 0.051151, var: 0.001300","mean: 0.107727, var: 0.003198","mean: 0.399078, var: 0.049771","mean: 0.005437, var: 0.000063","mean: 0.256616, var: 0.005470","mean: 0.198187, var: 0.028478","mean: 0.331519, var: 0.018576","mean: 0.150710, var: 0.025891",3.210264011133167,High
ENSP00000430164,"mean: 0.139539, var: 0.000276","mean: 0.489355, var: 0.006442","mean: 0.413672, var: 0.005006","mean: 0.693750, var: 0.001720","mean: 0.099023, var: 0.000825","mean: 0.531055, var: 0.006341","mean: 0.140015, var: 0.004298","mean: 0.189905, var: 0.004690","mean: 0.093561, var: 0.001130","mean: 0.275610, var: 0.005691","mean: 0.180588, var: 0.011059",3.285107379097495,High
ENSP00000426926,"mean: 0.364551, var: 0.002017","mean: 0.443604, var: 0.002820","mean: 0.410254, var: 0.001286","mean: 0.308301, var: 0.000506","mean: 0.206934, var: 0.000421","mean: 0.415430, var: 0.004636","mean: 0.067635, var: 0.001456","mean: 0.322632, var: 0.008162","mean: 0.278125, var: 0.003550","mean: 0.347461, var: 0.002253","mean: 0.167926, var: 0.008992",3.7176511707861635,High
ENSP00000425643,"mean: 0.155469, var: 0.001201","mean: 0.456348, var: 0.008802","mean: 0.572168, var: 0.007252","mean: 0.223267, var: 0.014328","mean: 0.069861, var: 0.000487","mean: 0.298511, var: 0.009227","mean: 0.057266, var: 0.003127","mean: 0.115112, var: 0.000925","mean: 0.141565, var: 0.006120","mean: 0.223206, var: 0.004541","mean: 0.063441, var: 0.004332",3.0474786516732824,High
ENSP00000417908,"mean: 0.124609, var: 0.000724","mean: 0.419727, var: 0.006965","mean: 0.394043, var: 0.006876","mean: 0.613184, var: 0.000991","mean: 0.072720, var: 0.000798","mean: 0.534912, var: 0.004202","mean: 0.236609, var: 0.011647","mean: 0.265356, var: 0.010240","mean: 0.130682, var: 0.002998","mean: 0.220557, var: 0.001947","mean: 0.228528, var: 0.015530",3.4457846336075115,High
ENSP00000404968,"mean: 0.559766, var: 0.002022","mean: 0.431787, var: 0.002351","mean: 0.285791, var: 0.001396","mean: 0.170068, var: 0.003429","mean: 0.261499, var: 0.000716","mean: 0.512207, var: 0.009274","mean: 0.093439, var: 0.002779","mean: 0.472998, var: 0.009555","mean: 0.588525, var: 0.007082","mean: 0.408350, var: 0.002374","mean: 0.331543, var: 0.027470",3.6594534069748823,High
ENSP00000392323,"mean: 0.128699, var: 0.001059","mean: 0.624902, var: 0.002701","mean: 0.484668, var: 0.005011","mean: 0.241064, var: 0.004863","mean: 0.095361, var: 0.000543","mean: 0.271509, var: 0.003278","mean: 0.024976, var: 0.000443","mean: 0.181946, var: 0.004589","mean: 0.102771, var: 0.001367","mean: 0.172827, var: 0.004148","mean: 0.130360, var: 0.008297",3.034790154493166,High
ENSP00000390139,"mean: 0.103076, var: 0.000292","mean: 0.453857, var: 0.003796","mean: 0.507959, var: 0.005546","mean: 0.727734, var: 0.006275","mean: 0.075031, var: 0.000243","mean: 0.471436, var: 0.004910","mean: 0.171924, var: 0.005626","mean: 0.084308, var: 0.000397","mean: 0.094562, var: 0.000957","mean: 0.233960, var: 0.004111","mean: 0.049765, var: 0.003534",2.9403514367206065,High
ENSP00000386934,"mean: 0.357178, var: 0.004030","mean: 0.290625, var: 0.001876","mean: 0.165442, var: 0.001491","mean: 0.252869, var: 0.012387","mean: 0.116504, var: 0.000742","mean: 0.769531, var: 0.001588","mean: 0.097449, var: 0.001981","mean: 0.174646, var: 0.007732","mean: 0.116541, var: 0.002062","mean: 0.149097, var: 0.005610","mean: 0.042082, var: 0.000956",3.023472433588432,High
ENSP00000502892,"mean: 0.165869, var: 0.000164","mean: 0.391016, var: 0.004594","mean: 0.437451, var: 0.004794","mean: 0.455176, var: 0.001914","mean: 0.064124, var: 0.000659","mean: 0.385303, var: 0.002099","mean: 0.088031, var: 0.006469","mean: 0.277808, var: 0.004457","mean: 0.114282, var: 0.001867","mean: 0.161963, var: 0.000657","mean: 0.386084, var: 0.010252",3.408616882812736,High
ENSP00000492948,"mean: 0.177075, var: 0.002210","mean: 0.483057, var: 0.000882","mean: 0.313330, var: 0.007733","mean: 0.310645, var: 0.001624","mean: 0.110706, var: 0.000700","mean: 0.417456, var: 0.015690","mean: 0.058188, var: 0.000862","mean: 0.028088, var: 0.000179","mean: 0.138489, var: 0.001798","mean: 0.197827, var: 0.006442","mean: 0.031170, var: 0.001790",2.9614362284893714,High
ENSP00000452648,"mean: 0.141003, var: 0.000377","mean: 0.577881, var: 0.006146","mean: 0.459619, var: 0.003369","mean: 0.307446, var: 0.012831","mean: 0.059961, var: 0.000362","mean: 0.402686, var: 0.002251","mean: 0.028170, var: 0.000691","mean: 0.210132, var: 0.006864","mean: 0.144946, var: 0.002349","mean: 0.140405, var: 0.002924","mean: 0.121330, var: 0.012555",3.087919759978448,High
ENSP00000396641,"mean: 0.194702, var: 0.001360","mean: 0.522314, var: 0.001305","mean: 0.420654, var: 0.002987","mean: 0.187488, var: 0.006642","mean: 0.119983, var: 0.000709","mean: 0.229590, var: 0.009548","mean: 0.049214, var: 0.000869","mean: 0.169446, var: 0.002567","mean: 0.173267, var: 0.000276","mean: 0.209668, var: 0.005579","mean: 0.082887, var: 0.003053",3.2148947453872503,High
ENSP00000497449,"mean: 0.164966, var: 0.000653","mean: 0.569971, var: 0.003866","mean: 0.397705, var: 0.004221","mean: 0.563574, var: 0.000973","mean: 0.086615, var: 0.000585","mean: 0.365527, var: 0.001828","mean: 0.149353, var: 0.010700","mean: 0.179639, var: 0.001993","mean: 0.166968, var: 0.003750","mean: 0.262085, var: 0.003003","mean: 0.182825, var: 0.008030",3.440206477726004,High
ENSP00000493739,"mean: 0.152087, var: 0.000392","mean: 0.486816, var: 0.001635","mean: 0.552197, var: 0.003460","mean: 0.284473, var: 0.009069","mean: 0.097681, var: 0.000514","mean: 0.262451, var: 0.003810","mean: 0.019876, var: 0.000277","mean: 0.136108, var: 0.002419","mean: 0.108276, var: 0.000465","mean: 0.162048, var: 0.001346","mean: 0.108086, var: 0.007243",3.026100475504628,High
ENSP00000467615,"mean: 0.089282, var: 0.000901","mean: 0.573340, var: 0.011850","mean: 0.530908, var: 0.010263","mean: 0.400244, var: 0.008055","mean: 0.075488, var: 0.001217","mean: 0.412646, var: 0.002477","mean: 0.227002, var: 0.004214","mean: 0.242920, var: 0.018236","mean: 0.066809, var: 0.000711","mean: 0.124866, var: 0.000645","mean: 0.109140, var: 0.006243",3.160249453765269,High
ENSP00000462246,"mean: 0.144458, var: 0.001206","mean: 0.501465, var: 0.007327","mean: 0.626563, var: 0.008917","mean: 0.534473, var: 0.004542","mean: 0.104932, var: 0.000917","mean: 0.306689, var: 0.009190","mean: 0.081711, var: 0.001763","mean: 0.125183, var: 0.001415","mean: 0.104639, var: 0.000309","mean: 0.158643, var: 0.003627","mean: 0.015268, var: 0.000222",2.9093162794441407,High
ENSP00000457251,"mean: 0.202881, var: 0.000583","mean: 0.628320, var: 0.000538","mean: 0.421777, var: 0.006181","mean: 0.169763, var: 0.007814","mean: 0.235010, var: 0.003122","mean: 0.311865, var: 0.006287","mean: 0.044073, var: 0.000678","mean: 0.172705, var: 0.000983","mean: 0.122839, var: 0.001196","mean: 0.130066, var: 0.001493","mean: 0.094385, var: 0.005083",3.171023798477638,High
ENSP00000453462,"mean: 0.204712, var: 0.001594","mean: 0.523975, var: 0.004266","mean: 0.528516, var: 0.006247","mean: 0.271094, var: 0.005608","mean: 0.155640, var: 0.001577","mean: 0.250220, var: 0.004997","mean: 0.093439, var: 0.006344","mean: 0.149622, var: 0.001892","mean: 0.197559, var: 0.001421","mean: 0.256543, var: 0.002403","mean: 0.267834, var: 0.008691",3.518379884490787,High
ENSP00000432253,"mean: 0.269653, var: 0.003083","mean: 0.461426, var: 0.002076","mean: 0.319556, var: 0.002337","mean: 0.451172, var: 0.008906","mean: 0.183203, var: 0.001900","mean: 0.386719, var: 0.007033","mean: 0.108752, var: 0.001801","mean: 0.138928, var: 0.002079","mean: 0.099677, var: 0.001044","mean: 0.143994, var: 0.000153","mean: 0.054087, var: 0.003792",3.294451038085377,High
ENSP00000493147,"mean: 0.251807, var: 0.002548","mean: 0.553760, var: 0.005436","mean: 0.444727, var: 0.005980","mean: 0.493018, var: 0.005013","mean: 0.150452, var: 0.002823","mean: 0.404785, var: 0.009819","mean: 0.074237, var: 0.002065","mean: 0.138562, var: 0.000652","mean: 0.148914, var: 0.002915","mean: 0.205981, var: 0.002089","mean: 0.031675, var: 0.000872",3.2199312836014826,High
ENSP00000458340,"mean: 0.151648, var: 0.000389","mean: 0.631543, var: 0.004510","mean: 0.494824, var: 0.009067","mean: 0.081226, var: 0.001685","mean: 0.088342, var: 0.000597","mean: 0.225110, var: 0.007528","mean: 0.025163, var: 0.000526","mean: 0.090198, var: 0.001699","mean: 0.168591, var: 0.002827","mean: 0.129340, var: 0.001861","mean: 0.514868, var: 0.042844",2.894509109433856,High
ENSP00000427736,"mean: 0.222144, var: 0.000743","mean: 0.555664, var: 0.006119","mean: 0.424219, var: 0.003356","mean: 0.377881, var: 0.002394","mean: 0.171924, var: 0.001113","mean: 0.364453, var: 0.003258","mean: 0.062900, var: 0.001958","mean: 0.168445, var: 0.005266","mean: 0.230835, var: 0.008141","mean: 0.201807, var: 0.004522","mean: 0.168111, var: 0.020186",3.4979676601826446,High
ENSP00000394709,"mean: 0.150232, var: 0.002559","mean: 0.513184, var: 0.002120","mean: 0.548145, var: 0.001886","mean: 0.031189, var: 0.000265","mean: 0.145483, var: 0.004952","mean: 0.382812, var: 0.029597","mean: 0.050217, var: 0.002916","mean: 0.125220, var: 0.000969","mean: 0.202869, var: 0.009904","mean: 0.162903, var: 0.004604","mean: 0.269702, var: 0.015900",3.095899777159607,High
ENSP00000386477,"mean: 0.238672, var: 0.002748","mean: 0.196094, var: 0.001096","mean: 0.092902, var: 0.000342","mean: 0.855469, var: 0.000841","mean: 0.223706, var: 0.001858","mean: 0.150159, var: 0.004605","mean: 0.023621, var: 0.000170","mean: 0.340186, var: 0.005675","mean: 0.315381, var: 0.004948","mean: 0.279883, var: 0.000111","mean: 0.022612, var: 0.000438",2.896702745013617,High
ENSP00000479464,"mean: 0.170911, var: 0.000815","mean: 0.561621, var: 0.007778","mean: 0.463623, var: 0.013376","mean: 0.402246, var: 0.000576","mean: 0.120630, var: 0.000543","mean: 0.285645, var: 0.001737","mean: 0.282983, var: 0.011560","mean: 0.198047, var: 0.002742","mean: 0.152661, var: 0.001135","mean: 0.194202, var: 0.002599","mean: 0.299097, var: 0.004882",3.6058232570257505,High
ENSP00000469702,"mean: 0.148560, var: 0.000892","mean: 0.475098, var: 0.008140","mean: 0.359399, var: 0.006803","mean: 0.555908, var: 0.002687","mean: 0.083374, var: 0.000652","mean: 0.375781, var: 0.002131","mean: 0.275391, var: 0.009210","mean: 0.114392, var: 0.000809","mean: 0.072156, var: 0.000170","mean: 0.130066, var: 0.000820","mean: 0.280835, var: 0.008669",3.320764553536191,High
ENSP00000454923,"mean: 0.217310, var: 0.001484","mean: 0.509375, var: 0.002472","mean: 0.413525, var: 0.001119","mean: 0.411108, var: 0.011439","mean: 0.163696, var: 0.000638","mean: 0.372168, var: 0.003767","mean: 0.195764, var: 0.003766","mean: 0.153430, var: 0.002511","mean: 0.175537, var: 0.000843","mean: 0.128198, var: 0.001442","mean: 0.062519, var: 0.005849",3.418959623394662,High
ENSP00000452630,"mean: 0.186377, var: 0.000464","mean: 0.463428, var: 0.001861","mean: 0.434863, var: 0.001140","mean: 0.476709, var: 0.006871","mean: 0.113037, var: 0.001223","mean: 0.459326, var: 0.003743","mean: 0.054071, var: 0.001447","mean: 0.161475, var: 0.002442","mean: 0.179211, var: 0.002854","mean: 0.180823, var: 0.002371","mean: 0.099152, var: 0.008760",3.2872856320689614,High
ENSP00000451127,"mean: 0.205762, var: 0.002314","mean: 0.461230, var: 0.003144","mean: 0.518652, var: 0.003356","mean: 0.501367, var: 0.002968","mean: 0.120325, var: 0.001689","mean: 0.329102, var: 0.001324","mean: 0.104581, var: 0.004474","mean: 0.158337, var: 0.002251","mean: 0.146277, var: 0.001628","mean: 0.247266, var: 0.001589","mean: 0.068893, var: 0.003845",3.328384330107595,High
ENSP00000435532,"mean: 0.119165, var: 0.000602","mean: 0.445068, var: 0.010940","mean: 0.347534, var: 0.008535","mean: 0.594092, var: 0.008866","mean: 0.116736, var: 0.001113","mean: 0.569189, var: 0.010432","mean: 0.082971, var: 0.002990","mean: 0.370532, var: 0.037229","mean: 0.105106, var: 0.003088","mean: 0.365063, var: 0.007075","mean: 0.146352, var: 0.006176",3.322249588118895,High
ENSP00000425714,"mean: 0.145752, var: 0.000494","mean: 0.481641, var: 0.014412","mean: 0.368945, var: 0.005757","mean: 0.666602, var: 0.004552","mean: 0.105273, var: 0.000994","mean: 0.545264, var: 0.006887","mean: 0.093317, var: 0.004816","mean: 0.292896, var: 0.021062","mean: 0.084225, var: 0.001842","mean: 0.308838, var: 0.009370","mean: 0.174045, var: 0.014289",3.2950251871678935,High
ENSP00000420469,"mean: 0.215552, var: 0.003114","mean: 0.586523, var: 0.003052","mean: 0.482568, var: 0.004498","mean: 0.288623, var: 0.014045","mean: 0.177393, var: 0.001239","mean: 0.388672, var: 0.001511","mean: 0.036920, var: 0.000792","mean: 0.218994, var: 0.008492","mean: 0.166467, var: 0.002556","mean: 0.248877, var: 0.006111","mean: 0.069344, var: 0.004094",3.3121130206005773,High
ENSP00000375719,"mean: 0.098157, var: 0.000599","mean: 0.527100, var: 0.003681","mean: 0.664746, var: 0.002491","mean: 0.560010, var: 0.012072","mean: 0.107239, var: 0.000641","mean: 0.487305, var: 0.007823","mean: 0.014918, var: 0.000232","mean: 0.205884, var: 0.004243","mean: 0.162842, var: 0.003752","mean: 0.090228, var: 0.001007","mean: 0.531543, var: 0.095591",2.987890354110094,High
ENSP00000468485,"mean: 0.264746, var: 0.003573","mean: 0.386572, var: 0.003336","mean: 0.370972, var: 0.007926","mean: 0.505371, var: 0.013725","mean: 0.076312, var: 0.000817","mean: 0.200842, var: 0.004787","mean: 0.367480, var: 0.025962","mean: 0.241431, var: 0.008605","mean: 0.153235, var: 0.006579","mean: 0.327319, var: 0.008950","mean: 0.071965, var: 0.007207",3.5041305964748073,High
ENSP00000464865,"mean: 0.192529, var: 0.003155","mean: 0.538721, var: 0.004418","mean: 0.436279, var: 0.002950","mean: 0.549072, var: 0.002397","mean: 0.172388, var: 0.000994","mean: 0.594434, var: 0.006089","mean: 0.044279, var: 0.002054","mean: 0.215283, var: 0.000959","mean: 0.211597, var: 0.004200","mean: 0.331836, var: 0.004744","mean: 0.239087, var: 0.001662",3.4591952967965196,High
ENSP00000464429,"mean: 0.185132, var: 0.001134","mean: 0.499756, var: 0.004316","mean: 0.495605, var: 0.006345","mean: 0.440576, var: 0.007080","mean: 0.143677, var: 0.000587","mean: 0.416064, var: 0.003683","mean: 0.087207, var: 0.001895","mean: 0.127441, var: 0.000746","mean: 0.148730, var: 0.001640","mean: 0.194409, var: 0.000644","mean: 0.110535, var: 0.006001",3.3321021155682016,High
ENSP00000454035,"mean: 0.174268, var: 0.001034","mean: 0.571387, var: 0.001597","mean: 0.426855, var: 0.003198","mean: 0.367871, var: 0.004685","mean: 0.180444, var: 0.000805","mean: 0.210242, var: 0.004455","mean: 0.082501, var: 0.000328","mean: 0.094824, var: 0.000252","mean: 0.116211, var: 0.000808","mean: 0.221997, var: 0.001715","mean: 0.033899, var: 0.001594",3.120585428593478,High
ENSP00000429271,"mean: 0.191455, var: 0.000731","mean: 0.644043, var: 0.002254","mean: 0.453027, var: 0.005873","mean: 0.344556, var: 0.008781","mean: 0.232983, var: 0.001306","mean: 0.288647, var: 0.005808","mean: 0.039496, var: 0.000597","mean: 0.208154, var: 0.006167","mean: 0.237061, var: 0.010453","mean: 0.171423, var: 0.002846","mean: 0.113415, var: 0.009906",3.3685218664436665,High
ENSP00000417446,"mean: 0.187354, var: 0.000696","mean: 0.429346, var: 0.003044","mean: 0.510254, var: 0.004056","mean: 0.363037, var: 0.002101","mean: 0.116760, var: 0.000675","mean: 0.289917, var: 0.002601","mean: 0.204663, var: 0.006465","mean: 0.177954, var: 0.001835","mean: 0.150574, var: 0.001743","mean: 0.187549, var: 0.000614","mean: 0.143469, var: 0.007427",3.50708755733448,High
ENSP00000413612,"mean: 0.134460, var: 0.000358","mean: 0.637988, var: 0.002035","mean: 0.615527, var: 0.003214","mean: 0.058487, var: 0.000958","mean: 0.126868, var: 0.000527","mean: 0.157251, var: 0.003309","mean: 0.201001, var: 0.006802","mean: 0.243872, var: 0.009752","mean: 0.091791, var: 0.001067","mean: 0.061880, var: 0.000605","mean: 0.168271, var: 0.014280",2.9320214495429022,High
ENSP00000388905,"mean: 0.128394, var: 0.000241","mean: 0.474707, var: 0.003213","mean: 0.457471, var: 0.002130","mean: 0.373804, var: 0.008552","mean: 0.064014, var: 0.000180","mean: 0.264551, var: 0.005474","mean: 0.062952, var: 0.001153","mean: 0.209241, var: 0.005921","mean: 0.180127, var: 0.001179","mean: 0.240820, var: 0.003465","mean: 0.047809, var: 0.002791",3.1689267687587916,High
