Cell membrane,Cytoplasm,Endoplasmic reticulum,Extracellular,Golgi apparatus,Lysosome/Vacuole,Membrane,Mitochondrion,Nucleus,Peroxisome,Plastid
,,,,,,,,"(0.91210938, 0.90087891, 0.89501953, 0.95800781, 0.87158203) mean: 0.90751953, var: 0.00081240",,
,,,,,,,,,,
,"(0.57080078, 0.53955078, 0.59082031, 0.60693359, 0.58349609) mean: 0.57832031, var: 0.00051228",,,,,,,,,
,"(0.53076172, 0.50439453, 0.54248047, 0.54443359, 0.59179688) mean: 0.54277344, var: 0.00080467",,,,,,,"(0.49291992, 0.53515625, 0.47241211, 0.66064453, 0.56298828) mean: 0.54482422, var: 0.00435506",,
,"(0.60644531, 0.62353516, 0.58740234, 0.63720703, 0.67138672) mean: 0.62519531, var: 0.00081211",,,,,,,,,
,"(0.57714844, 0.69628906, 0.70800781, 0.70068359, 0.77197266) mean: 0.69082031, var: 0.00398592",,,,,,,,,
,,,,,,,,"(0.52734375, 0.55273438, 0.54199219, 0.62841797, 0.53759766) mean: 0.55761719, var: 0.00131960",,
,"(0.63574219, 0.70312500, 0.67578125, 0.66845703, 0.74023438) mean: 0.68466797, var: 0.00123276",,,,,,,"(0.63183594, 0.61523438, 0.63916016, 0.69873047, 0.59619141) mean: 0.63623047, var: 0.00119562",,
,"(0.54296875, 0.50830078, 0.47729492, 0.56445312, 0.53613281) mean: 0.52583008, var: 0.00091091",,,,,,,,,
,"(0.65625000, 0.67773438, 0.62597656, 0.57421875, 0.54638672) mean: 0.61611328, var: 0.00242447",,,,,,,,,
,"(0.47387695, 0.50195312, 0.49511719, 0.53027344, 0.45043945) mean: 0.49033203, var: 0.00072309",,,,,,,"(0.52050781, 0.54003906, 0.43017578, 0.60937500, 0.59521484) mean: 0.53906250, var: 0.00405970",,
,"(0.49707031, 0.47265625, 0.49243164, 0.44775391, 0.47143555) mean: 0.47626953, var: 0.00030869",,,,,,,"(0.56933594, 0.53955078, 0.55322266, 0.60009766, 0.54199219) mean: 0.56083985, var: 0.00049597",,
,"(0.59814453, 0.53369141, 0.55029297, 0.62939453, 0.65332031) mean: 0.59296875, var: 0.00206619",,,,,,,"(0.57519531, 0.61083984, 0.54443359, 0.53466797, 0.60839844) mean: 0.57470703, var: 0.00099211",,
,,,"(0.82910156, 0.85888672, 0.83105469, 0.85351562, 0.88623047) mean: 0.85175781, var: 0.00043684",,,,,,,
,"(0.48803711, 0.49389648, 0.51953125, 0.56494141, 0.51074219) mean: 0.51542969, var: 0.00074085",,,,,,,"(0.49707031, 0.54736328, 0.39624023, 0.63867188, 0.58203125) mean: 0.53227539, var: 0.00675369",,
,,,,,,,,,,
,"(0.55175781, 0.53808594, 0.46582031, 0.58056641, 0.52294922) mean: 0.53183594, var: 0.00144953",,,,,,,,,
,"(0.61132812, 0.54980469, 0.57226562, 0.64111328, 0.59033203) mean: 0.59296875, var: 0.00099073",,,,,,,,,
,"(0.53515625, 0.52783203, 0.50537109, 0.54248047, 0.49755859) mean: 0.52167969, var: 0.00029999",,,,,,,"(0.48364258, 0.60839844, 0.68457031, 0.71582031, 0.60009766) mean: 0.61850586, var: 0.00649275",,
,"(0.59716797, 0.62597656, 0.63281250, 0.63330078, 0.66552734) mean: 0.63095703, var: 0.00047411",,,,,,,"(0.61523438, 0.55273438, 0.53515625, 0.52294922, 0.51513672) mean: 0.54824219, var: 0.00128302",,
,"(0.55712891, 0.56494141, 0.57275391, 0.53076172, 0.59716797) mean: 0.56455078, var: 0.00046562",,,,,,,"(0.53759766, 0.57861328, 0.58984375, 0.61035156, 0.59326172) mean: 0.58193359, var: 0.00059504",,
,"(0.54492188, 0.56201172, 0.58496094, 0.63916016, 0.61523438) mean: 0.58925782, var: 0.00117830",,,,,,,"(0.59765625, 0.60742188, 0.48608398, 0.70751953, 0.67382812) mean: 0.61450195, var: 0.00579939",,
,,,,,,,"(0.58740234, 0.82666016, 0.85253906, 0.83349609, 0.78222656) mean: 0.77646484, var: 0.00946745",,,
,"(0.52343750, 0.40820312, 0.42846680, 0.47216797, 0.56835938) mean: 0.48012695, var: 0.00351318",,,,,,,,,
,"(0.64794922, 0.60449219, 0.51269531, 0.55566406, 0.59472656) mean: 0.58310547, var: 0.00210156",,,,,,,"(0.59765625, 0.49194336, 0.66113281, 0.68164062, 0.57519531) mean: 0.60151367, var: 0.00453759",,
,,,"(0.69970703, 0.94433594, 0.66894531, 0.72607422, 0.69970703) mean: 0.74775391, var: 0.00998846",,,,,"(0.43627930, 0.65185547, 0.61181641, 0.78271484, 0.49243164) mean: 0.59501953, var: 0.01489294",,
,"(0.53662109, 0.50048828, 0.52294922, 0.53027344, 0.49609375) mean: 0.51728516, var: 0.00026117",,,,,,,,,
,"(0.62744141, 0.66650391, 0.60546875, 0.59863281, 0.64843750) mean: 0.62929688, var: 0.00065245",,,,,,,"(0.61230469, 0.58740234, 0.54345703, 0.60498047, 0.52587891) mean: 0.57480469, var: 0.00117039",,
,"(0.58349609, 0.61523438, 0.59326172, 0.52978516, 0.65380859) mean: 0.59511719, var: 0.00165123",,,,,,,"(0.71826172, 0.72167969, 0.71142578, 0.75976562, 0.71728516) mean: 0.72568359, var: 0.00030130",,
,"(0.58935547, 0.57714844, 0.57421875, 0.61914062, 0.62695312) mean: 0.59736328, var: 0.00047165",,,,,,,,,
,"(0.48413086, 0.48925781, 0.47900391, 0.52490234, 0.53417969) mean: 0.50229492, var: 0.00051402",,,,,,,,,
,,,,,,,"(0.91015625, 0.92285156, 0.93115234, 0.90869141, 0.94677734) mean: 0.92392578, var: 0.00019945",,,
,"(0.61621094, 0.61572266, 0.57568359, 0.60302734, 0.61962891) mean: 0.60605469, var: 0.00026249",,,,,,,,,
,"(0.74560547, 0.76611328, 0.65820312, 0.77392578, 0.68603516) mean: 0.72597656, var: 0.00209679",,,,,,,,,
,,,"(0.63867188, 0.79199219, 0.42797852, 0.89697266, 0.74707031) mean: 0.70053711, var: 0.02544636",,,,,"(0.55126953, 0.64941406, 0.69531250, 0.60107422, 0.61230469) mean: 0.62187500, var: 0.00233217",,
,,,,,,,,,,
,"(0.56689453, 0.60595703, 0.56201172, 0.63818359, 0.62695312) mean: 0.60000000, var: 0.00095180",,,,,,,,,
,,,,,,,,"(0.70996094, 0.70605469, 0.73242188, 0.60595703, 0.66845703) mean: 0.68457031, var: 0.00196714",,
,,,,,,,,"(0.84472656, 0.92578125, 0.86425781, 0.89746094, 0.90917969) mean: 0.88828125, var: 0.00088028",,
,"(0.60253906, 0.59130859, 0.55615234, 0.60449219, 0.57910156) mean: 0.58671875, var: 0.00031591",,,,,,,"(0.59619141, 0.53222656, 0.52783203, 0.57861328, 0.52441406) mean: 0.55185547, var: 0.00087942",,
,"(0.53759766, 0.55078125, 0.52783203, 0.59228516, 0.52539062) mean: 0.54677734, var: 0.00059752",,,,,,,"(0.46679688, 0.52001953, 0.50781250, 0.59472656, 0.58984375) mean: 0.53583984, var: 0.00243736",,
,"(0.56933594, 0.56787109, 0.55273438, 0.53906250, 0.61669922) mean: 0.56914063, var: 0.00068747",,,,,,,"(0.68798828, 0.69384766, 0.73388672, 0.75927734, 0.70263672) mean: 0.71552734, var: 0.00072914",,
,"(0.55419922, 0.59667969, 0.57421875, 0.55957031, 0.58837891) mean: 0.57460938, var: 0.00026392",,,,,,,,,
,,,,,,,,"(0.64990234, 0.67968750, 0.69921875, 0.73437500, 0.65966797) mean: 0.68457031, var: 0.00090818",,
,"(0.62158203, 0.59960938, 0.59033203, 0.63134766, 0.61279297) mean: 0.61113281, var: 0.00021721",,,,,,,"(0.59521484, 0.67578125, 0.48730469, 0.64208984, 0.63623047) mean: 0.60732422, var: 0.00425638",,
,"(0.57275391, 0.58691406, 0.53906250, 0.58105469, 0.58154297) mean: 0.57226563, var: 0.00029612",,,,,,,"(0.50781250, 0.52490234, 0.55029297, 0.64892578, 0.51708984) mean: 0.54980469, var: 0.00265579",,
,"(0.52734375, 0.54638672, 0.54785156, 0.60742188, 0.52001953) mean: 0.54980469, var: 0.00094538",,,,,,,,,
,,,,,,,,,,
,"(0.57470703, 0.78759766, 0.72167969, 0.79638672, 0.77197266) mean: 0.73046875, var: 0.00673409",,,,,,,,,
,"(0.55517578, 0.54199219, 0.53417969, 0.53466797, 0.57714844) mean: 0.54863281, var: 0.00026079",,,,,,,"(0.54638672, 0.56835938, 0.55712891, 0.55957031, 0.56250000) mean: 0.55878906, var: 0.00005251",,
,"(0.47021484, 0.48242188, 0.49121094, 0.50732422, 0.44873047) mean: 0.47998047, var: 0.00039034",,,,,,,"(0.49194336, 0.53857422, 0.44970703, 0.58740234, 0.57177734) mean: 0.52788086, var: 0.00259734",,
,"(0.53808594, 0.51855469, 0.52978516, 0.56494141, 0.56982422) mean: 0.54423828, var: 0.00039793",,,,,,,"(0.61621094, 0.55761719, 0.53710938, 0.74169922, 0.51953125) mean: 0.59443360, var: 0.00648266",,
,"(0.62402344, 0.34765625, 0.54980469, 0.42651367, 0.49975586) mean: 0.48955078, var: 0.00918506",,,,,,,"(0.68066406, 0.67529297, 0.80810547, 0.48095703, 0.53808594) mean: 0.63662109, var: 0.01335653",,
,"(0.61572266, 0.57714844, 0.55517578, 0.58300781, 0.61914062) mean: 0.59003906, var: 0.00058752",,,,,,,,,
,,,,,,"(0.71093750, 0.85107422, 0.81640625, 0.93847656, 0.80761719) mean: 0.82490234, var: 0.00538860","(0.92382812, 0.86181641, 0.91796875, 0.95068359, 0.94726562) mean: 0.92031250, var: 0.00101770",,,
,"(0.49804688, 0.49487305, 0.49389648, 0.52929688, 0.49218750) mean: 0.50166016, var: 0.00019458",,,,,,,"(0.55761719, 0.56396484, 0.50097656, 0.61083984, 0.56738281) mean: 0.56015625, var: 0.00122885",,
,"(0.56835938, 0.55566406, 0.50683594, 0.57519531, 0.61181641) mean: 0.56357422, var: 0.00115341",,,,,,,,,
,"(0.62500000, 0.59960938, 0.56103516, 0.65820312, 0.67578125) mean: 0.62392578, var: 0.00168232",,,,,,,,,
,,,,,,,,"(0.54052734, 0.53466797, 0.57080078, 0.63427734, 0.62255859) mean: 0.58056640, var: 0.00169067",,
,"(0.54248047, 0.56884766, 0.56250000, 0.62402344, 0.58544922) mean: 0.57666016, var: 0.00075006",,,,,,,,,
,"(0.63574219, 0.60742188, 0.63671875, 0.59570312, 0.60937500) mean: 0.61699219, var: 0.00026871",,,,,,,,,
,"(0.66796875, 0.67578125, 0.57714844, 0.61572266, 0.66162109) mean: 0.63964844, var: 0.00141382",,,,,,,,,
,"(0.49926758, 0.59521484, 0.54589844, 0.47998047, 0.41674805) mean: 0.50742188, var: 0.00364586",,,,,,,"(0.60546875, 0.54394531, 0.55761719, 0.60351562, 0.60644531) mean: 0.58339844, var: 0.00072884",,
,"(0.48925781, 0.43701172, 0.47924805, 0.47827148, 0.50097656) mean: 0.47695312, var: 0.00046617",,,,,,,,,
,"(0.67919922, 0.63574219, 0.63232422, 0.64990234, 0.61230469) mean: 0.64189453, var: 0.00049215",,,,,,,"(0.78027344, 0.83349609, 0.77685547, 0.82861328, 0.74804688) mean: 0.79345703, var: 0.00107012",,
,"(0.56835938, 0.59082031, 0.58496094, 0.54882812, 0.60449219) mean: 0.57949219, var: 0.00036949",,,,,,,"(0.53955078, 0.53662109, 0.45214844, 0.61279297, 0.58935547) mean: 0.54609375, var: 0.00305573",,
,"(0.57519531, 0.55419922, 0.58251953, 0.56884766, 0.54638672) mean: 0.56542969, var: 0.00017757",,,,,,,"(0.58544922, 0.59326172, 0.48657227, 0.68310547, 0.67187500) mean: 0.60405274, var: 0.00502268",,
,"(0.50976562, 0.50830078, 0.54052734, 0.53906250, 0.52490234) mean: 0.52451172, var: 0.00018972",,,,,,,"(0.50830078, 0.50927734, 0.56005859, 0.65478516, 0.59814453) mean: 0.56611328, var: 0.00309959",,
,"(0.56982422, 0.43139648, 0.48828125, 0.51123047, 0.46801758) mean: 0.49375000, var: 0.00213458",,,,,,,,,
,"(0.64697266, 0.65527344, 0.56884766, 0.66210938, 0.72363281) mean: 0.65136719, var: 0.00243635",,,,,,,,,
,"(0.61914062, 0.58837891, 0.57861328, 0.68505859, 0.62158203) mean: 0.61855469, var: 0.00138763",,,,,,,,,
,,,"(0.56591797, 0.93701172, 0.65234375, 0.57128906, 0.59326172) mean: 0.66396484, var: 0.01957811",,,,,,,
,"(0.51660156, 0.53369141, 0.53076172, 0.54931641, 0.51904297) mean: 0.52988281, var: 0.00013737",,,,,,,,,
,,,,,,,,"(0.53076172, 0.70556641, 0.63427734, 0.69335938, 0.53417969) mean: 0.61962891, var: 0.00564699",,
,,,,,,,,,,
,"(0.53613281, 0.54248047, 0.54687500, 0.59326172, 0.57128906) mean: 0.55800781, var: 0.00045256",,,,,,,,,
,,,,,,,,,,
,"(0.71972656, 0.74218750, 0.68359375, 0.69970703, 0.70507812) mean: 0.71005859, var: 0.00039162",,,,,,,,,
,"(0.59667969, 0.61767578, 0.55371094, 0.58740234, 0.57031250) mean: 0.58515625, var: 0.00048090",,,,,,,"(0.66699219, 0.67578125, 0.66259766, 0.66162109, 0.66503906) mean: 0.66640625, var: 0.00002550",,
,"(0.55615234, 0.48486328, 0.64160156, 0.54589844, 0.56054688) mean: 0.55781250, var: 0.00249887",,,,,,,,,
,"(0.62890625, 0.57763672, 0.55224609, 0.62109375, 0.60644531) mean: 0.59726562, var: 0.00081305",,,,,,,,,
,"(0.67626953, 0.64892578, 0.63623047, 0.67626953, 0.66748047) mean: 0.66103516, var: 0.00025352",,,,,,,"(0.55419922, 0.56347656, 0.62451172, 0.57177734, 0.53369141) mean: 0.56953125, var: 0.00091682",,
,"(0.51953125, 0.50537109, 0.44775391, 0.53515625, 0.44897461) mean: 0.49135742, var: 0.00132121",,,,,,,,,
,"(0.43212891, 0.48779297, 0.46533203, 0.53369141, 0.54589844) mean: 0.49296875, var: 0.00179039",,,,,,,"(0.67333984, 0.71337891, 0.63476562, 0.83544922, 0.74169922) mean: 0.71972656, var: 0.00465698",,
,"(0.47778320, 0.51562500, 0.47778320, 0.50878906, 0.55029297) mean: 0.50605469, var: 0.00073093",,,,,,,"(0.62402344, 0.65869141, 0.65380859, 0.71826172, 0.69677734) mean: 0.67031250, var: 0.00110992",,
,"(0.52587891, 0.53662109, 0.50439453, 0.49560547, 0.57470703) mean: 0.52744141, var: 0.00077309",,,,,,,"(0.52050781, 0.59277344, 0.51318359, 0.52343750, 0.58154297) mean: 0.54628906, var: 0.00113729",,
,"(0.62207031, 0.62744141, 0.62548828, 0.53759766, 0.65722656) mean: 0.61396484, var: 0.00161673",,,,,,,,,
,,,,,,"(0.42529297, 0.50341797, 0.46997070, 0.51855469, 0.50488281) mean: 0.48442383, var: 0.00112992",,,,
,"(0.52246094, 0.49145508, 0.50341797, 0.53906250, 0.52148438) mean: 0.51557617, var: 0.00027271",,,,,,,"(0.57666016, 0.64648438, 0.62500000, 0.64306641, 0.63574219) mean: 0.62539063, var: 0.00064787",,
,"(0.51220703, 0.51904297, 0.53759766, 0.58496094, 0.55468750) mean: 0.54169922, var: 0.00068804",,,,,,,"(0.53955078, 0.54833984, 0.44995117, 0.64892578, 0.61083984) mean: 0.55952148, var: 0.00463124",,
,,,"(0.48608398, 0.89013672, 0.72851562, 0.52685547, 0.66650391) mean: 0.65961914, var: 0.02113462",,,,,,,
,"(0.58300781, 0.67968750, 0.49218750, 0.54833984, 0.56250000) mean: 0.57314453, var: 0.00374626",,,,,,,,,
,,,,,,,,,,
"(0.65820312, 0.68115234, 0.68701172, 0.75195312, 0.71533203) mean: 0.69873047, var: 0.00103941","(0.52050781, 0.60351562, 0.64404297, 0.62695312, 0.60009766) mean: 0.59902344, var: 0.00179857",,,,,"(0.52636719, 0.63378906, 0.54003906, 0.55273438, 0.54394531) mean: 0.55937500, var: 0.00145660",,,,
,"(0.59619141, 0.62207031, 0.56591797, 0.58740234, 0.61230469) mean: 0.59677734, var: 0.00038427",,,,,,,,,
,"(0.53417969, 0.49633789, 0.52197266, 0.56591797, 0.54394531) mean: 0.53247070, var: 0.00053382",,,,,,,,,
,"(0.57421875, 0.61328125, 0.57470703, 0.59472656, 0.63134766) mean: 0.59765625, var: 0.00049276",,,,,,,,,
,"(0.73876953, 0.64013672, 0.73291016, 0.61767578, 0.69189453) mean: 0.68427734, var: 0.00235535",,,,,,,,,
,"(0.55322266, 0.49560547, 0.48779297, 0.45263672, 0.52978516) mean: 0.50380860, var: 0.00121178",,,,,,,,,
,"(0.50976562, 0.48461914, 0.51757812, 0.55517578, 0.52978516) mean: 0.51938476, var: 0.00053872",,,,,,,,,
,"(0.52001953, 0.48413086, 0.50244141, 0.52587891, 0.53564453) mean: 0.51362305, var: 0.00033418",,,,,,,"(0.51318359, 0.51025391, 0.50195312, 0.65869141, 0.51367188) mean: 0.53955078, var: 0.00356627",,
,,,,,,,,,,
,"(0.53076172, 0.48461914, 0.49316406, 0.54394531, 0.51855469) mean: 0.51420898, var: 0.00049912",,,,,,,,,
,,,,,,,,,,
,"(0.49438477, 0.56787109, 0.41210938, 0.53515625, 0.54638672) mean: 0.51118164, var: 0.00302506",,,,,,,"(0.53417969, 0.56103516, 0.55810547, 0.61914062, 0.42822266) mean: 0.54013672, var: 0.00391230",,
,"(0.52880859, 0.44140625, 0.50000000, 0.49853516, 0.49731445) mean: 0.49321289, var: 0.00080844",,,,,,,"(0.73779297, 0.75585938, 0.68750000, 0.82031250, 0.66796875) mean: 0.73388672, var: 0.00289288",,
,,,,,,,,"(0.88525391, 0.89062500, 0.83300781, 0.89746094, 0.72167969) mean: 0.84560547, var: 0.00436081",,
,"(0.45898438, 0.48461914, 0.45874023, 0.53466797, 0.48535156) mean: 0.48447266, var: 0.00076643",,,,,,,,,
,"(0.64599609, 0.55957031, 0.60107422, 0.55126953, 0.61523438) mean: 0.59462891, var: 0.00124277",,,,,,,"(0.58349609, 0.64892578, 0.67871094, 0.62109375, 0.60058594) mean: 0.62656250, var: 0.00115580",,
,"(0.44946289, 0.44628906, 0.49975586, 0.51416016, 0.47387695) mean: 0.47670898, var: 0.00072190",,,,,,,"(0.54394531, 0.55468750, 0.47729492, 0.61718750, 0.57275391) mean: 0.55317383, var: 0.00206524",,
,"(0.54345703, 0.53076172, 0.50048828, 0.57324219, 0.57763672) mean: 0.54511719, var: 0.00080982",,,,,,,"(0.54736328, 0.60400391, 0.51660156, 0.63085938, 0.60253906) mean: 0.58027344, var: 0.00175100",,
,"(0.58007812, 0.65820312, 0.62451172, 0.64599609, 0.76220703) mean: 0.65419922, var: 0.00362486",,,,,,,,,
,"(0.65429688, 0.65722656, 0.65820312, 0.67773438, 0.72460938) mean: 0.67441406, var: 0.00069870",,,,,,,"(0.52636719, 0.51318359, 0.47802734, 0.58105469, 0.56933594) mean: 0.53359375, var: 0.00141729",,
,"(0.60937500, 0.55224609, 0.56591797, 0.56640625, 0.59033203) mean: 0.57685547, var: 0.00041471",,,,,,,,,
,,,,,,,,"(0.50195312, 0.60058594, 0.55322266, 0.68945312, 0.51318359) mean: 0.57167969, var: 0.00466608",,
,,"(0.60888672, 0.70605469, 0.58007812, 0.73486328, 0.70996094) mean: 0.66796875, var: 0.00378084",,,,"(0.69531250, 0.69677734, 0.67041016, 0.73632812, 0.75488281) mean: 0.71074219, var: 0.00093256",,,,
,"(0.50146484, 0.49609375, 0.49316406, 0.50439453, 0.53173828) mean: 0.50537109, var: 0.00018930",,,,,,,,,
,"(0.47631836, 0.47998047, 0.52343750, 0.52197266, 0.50292969) mean: 0.50092774, var: 0.00039960",,,,,,,,,
,,,,,,,,,,
,"(0.53369141, 0.56152344, 0.49755859, 0.55175781, 0.57812500) mean: 0.54453125, var: 0.00075869",,,,,,,"(0.53710938, 0.58984375, 0.49707031, 0.58203125, 0.44848633) mean: 0.53090820, var: 0.00281276",,
,,,,,,,,"(0.54150391, 0.78955078, 0.79492188, 0.59423828, 0.55175781) mean: 0.65439453, var: 0.01298250",,
,"(0.47705078, 0.46020508, 0.49414062, 0.50634766, 0.50244141) mean: 0.48803711, var: 0.00029507",,,,,,,"(0.52343750, 0.53271484, 0.52148438, 0.62158203, 0.57910156) mean: 0.55566406, var: 0.00152559",,
,"(0.57910156, 0.57519531, 0.56005859, 0.53955078, 0.61132812) mean: 0.57304687, var: 0.00055948",,,,,,,"(0.62304688, 0.70410156, 0.64208984, 0.69775391, 0.66650391) mean: 0.66669922, var: 0.00097490",,
,"(0.58740234, 0.46923828, 0.47143555, 0.52734375, 0.60351562) mean: 0.53178711, var: 0.00316249",,,,,,,"(0.62548828, 0.59228516, 0.67089844, 0.66210938, 0.51171875) mean: 0.61250000, var: 0.00332113",,
,"(0.57031250, 0.55859375, 0.54003906, 0.57763672, 0.52490234) mean: 0.55429687, var: 0.00037741",,,,,,,,,
,"(0.50488281, 0.50878906, 0.51953125, 0.52832031, 0.50585938) mean: 0.51347656, var: 0.00008217",,,,,,,"(0.56494141, 0.57714844, 0.53222656, 0.60546875, 0.60058594) mean: 0.57607422, var: 0.00070251",,
,"(0.50488281, 0.51806641, 0.49194336, 0.58642578, 0.57128906) mean: 0.53452148, var: 0.00140161",,,,,,,"(0.53320312, 0.54492188, 0.54882812, 0.68164062, 0.57080078) mean: 0.57587890, var: 0.00294453",,
,"(0.59277344, 0.56054688, 0.62158203, 0.60986328, 0.66162109) mean: 0.60927734, var: 0.00110773",,,,,,,"(0.52343750, 0.59033203, 0.58007812, 0.71044922, 0.57958984) mean: 0.59677734, var: 0.00378317",,
,,"(0.65722656, 0.82373047, 0.83251953, 0.75976562, 0.71533203) mean: 0.75771484, var: 0.00437044",,,,"(0.60644531, 0.59277344, 0.64648438, 0.66455078, 0.63818359) mean: 0.62968750, var: 0.00069452",,,,
,"(0.57617188, 0.57763672, 0.54443359, 0.54052734, 0.58935547) mean: 0.56562500, var: 0.00037952",,,,,,,,,
,"(0.48974609, 0.45361328, 0.44335938, 0.49731445, 0.50097656) mean: 0.47700195, var: 0.00056573",,,,,,,"(0.56542969, 0.52929688, 0.42626953, 0.62695312, 0.49414062) mean: 0.52841797, var: 0.00453781",,
,"(0.60302734, 0.55664062, 0.58593750, 0.54882812, 0.60205078) mean: 0.57929687, var: 0.00051332",,,,,,,"(0.55566406, 0.58789062, 0.52783203, 0.60449219, 0.56689453) mean: 0.56855469, var: 0.00069853",,
,"(0.60839844, 0.49169922, 0.41259766, 0.48095703, 0.44897461) mean: 0.48852539, var: 0.00435324",,,,,,,,,
,"(0.53222656, 0.55029297, 0.49877930, 0.59863281, 0.56347656) mean: 0.54868164, var: 0.00109552",,,,,,,,,
,"(0.44262695, 0.49072266, 0.49194336, 0.51025391, 0.52197266) mean: 0.49150391, var: 0.00073393",,,,,,,"(0.62597656, 0.63330078, 0.53955078, 0.71582031, 0.72705078) mean: 0.64833984, var: 0.00466208",,
,"(0.47241211, 0.49414062, 0.49536133, 0.47924805, 0.51171875) mean: 0.49057617, var: 0.00018817",,,,,,,"(0.65234375, 0.67773438, 0.65625000, 0.70019531, 0.67285156) mean: 0.67187500, var: 0.00029259",,
,"(0.57568359, 0.54492188, 0.67138672, 0.37524414, 0.70605469) mean: 0.57465820, var: 0.01345454",,,,,,,,,
,"(0.51708984, 0.52148438, 0.57812500, 0.54443359, 0.53613281) mean: 0.53945312, var: 0.00047087",,,,,,,,,
,"(0.47534180, 0.43212891, 0.48413086, 0.46362305, 0.52294922) mean: 0.47563477, var: 0.00086959",,,,,,,"(0.50341797, 0.54687500, 0.56835938, 0.55810547, 0.53906250) mean: 0.54316406, var: 0.00049368",,
,"(0.48535156, 0.48632812, 0.49780273, 0.52587891, 0.52783203) mean: 0.50463867, var: 0.00034862",,,,,,,,,
,"(0.61865234, 0.56640625, 0.60937500, 0.58593750, 0.64648438) mean: 0.60537109, var: 0.00075573",,"(0.55175781, 0.62207031, 0.76074219, 0.68261719, 0.74707031) mean: 0.67285156, var: 0.00611420",,,,,,,
,,,"(0.61669922, 0.87304688, 0.78613281, 0.91406250, 0.93652344) mean: 0.82529297, var: 0.01351551",,,,,,,
,"(0.54199219, 0.53857422, 0.51904297, 0.56640625, 0.57031250) mean: 0.54726563, var: 0.00035948",,,,,,,"(0.52490234, 0.53466797, 0.53515625, 0.52832031, 0.55908203) mean: 0.53642578, var: 0.00014330",,
,"(0.53515625, 0.52539062, 0.52636719, 0.56689453, 0.42846680) mean: 0.51645508, var: 0.00216278",,,,,,,,,
,"(0.55664062, 0.59960938, 0.58740234, 0.62060547, 0.56738281) mean: 0.58632812, var: 0.00051855",,,,,,,"(0.62646484, 0.57812500, 0.46557617, 0.70751953, 0.61425781) mean: 0.59838867, var: 0.00619988",,
,"(0.59375000, 0.53466797, 0.54296875, 0.53564453, 0.57910156) mean: 0.55722656, var: 0.00059809",,,,,,,,,
,"(0.67626953, 0.67041016, 0.58203125, 0.64355469, 0.64843750) mean: 0.64414063, var: 0.00111975",,,,,,,,,
,"(0.63720703, 0.60302734, 0.56591797, 0.59912109, 0.53808594) mean: 0.58867187, var: 0.00114952",,,,,,,,,
,,,,,,,,,,
,"(0.49584961, 0.54443359, 0.51074219, 0.52539062, 0.46533203) mean: 0.50834961, var: 0.00072099",,,,,,,,,
,"(0.52783203, 0.50488281, 0.52050781, 0.59863281, 0.56445312) mean: 0.54326172, var: 0.00114876",,,,,,,"(0.59277344, 0.61669922, 0.59863281, 0.62988281, 0.55859375) mean: 0.59931641, var: 0.00058762",,
,"(0.47094727, 0.46240234, 0.50341797, 0.52539062, 0.53906250) mean: 0.50024414, var: 0.00088792",,,,,,,"(0.54150391, 0.57275391, 0.55371094, 0.71093750, 0.59814453) mean: 0.59541016, var: 0.00370241",,
,"(0.52148438, 0.54980469, 0.55126953, 0.60498047, 0.54882812) mean: 0.55527344, var: 0.00073999",,,,,,,"(0.59814453, 0.59570312, 0.51611328, 0.65917969, 0.66064453) mean: 0.60595703, var: 0.00281229",,
